,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Mezen,RU,65.8522,44.24,6.64,97,100,3.87,overcast clouds
450,Sinop,TR,41.7711,34.8709,28.27,84,99,10.85,overcast clouds
451,Pesochenskiy,RU,54.1733,36.1094,28.69,95,99,9.95,overcast clouds
452,Mian Channun,PK,30.44,72.3543,66.96,21,0,3.78,clear sky
453,Inza,RU,53.8533,46.3586,22.05,93,100,10.07,overcast clouds
454,Brae,GB,60.3964,-1.353,39.11,59,100,31.23,overcast clouds
455,Mayumba,GA,-3.432,10.6554,76.82,88,100,2.24,overcast clouds
456,Adre,TD,13.4667,22.2,55.04,18,1,16.22,clear sky
457,Harrismith,ZA,-28.2728,29.1295,61.99,86,88,3.51,overcast clouds
458,Pachino,IT,36.7186,15.0907,44.64,80,7,8.61,clear sky
459,Gurupi,BR,-11.7292,-49.0686,70.07,97,100,3.29,overcast clouds
460,Kabalo,CD,-6.05,26.9167,69.01,97,100,3.13,light rain
461,Bako,ET,5.7833,36.5667,69.48,35,96,2.13,overcast clouds
462,Pozo Colorado,PY,-23.4923,-58.7972,75.74,39,0,2.86,clear sky
463,Kinkala,CG,-4.3614,14.7644,71.91,95,69,1.97,broken clouds
464,Tabira,BR,-7.5908,-37.5394,69.31,89,20,7.31,few clouds
465,Muzhi,RU,65.3667,64.6667,-12.41,100,100,2.64,overcast clouds
466,Nalut,LY,30.3333,10.85,40.82,57,0,4.27,clear sky
467,Vigrestad,NO,58.5667,5.7,37.0,62,99,9.75,light snow
468,Constitucion,CL,-35.3333,-72.4167,58.23,70,0,9.89,clear sky
469,Manacor,ES,39.5696,3.2096,53.33,63,0,4.88,clear sky
470,Iskilip,TR,40.7353,34.4739,26.56,97,100,3.51,overcast clouds
471,Korem,ET,12.5058,39.5228,51.03,60,3,1.77,clear sky
472,Sochi,RU,43.6,39.7303,50.09,81,100,17.94,moderate rain
473,Lincoln,US,40.8,-96.667,37.62,63,0,3.0,clear sky
474,San Luis,AR,-33.295,-66.3356,71.71,42,9,17.52,clear sky
475,Nikolskoye,RU,59.7035,30.7861,26.49,96,100,5.06,light snow
476,Dalvik,IS,65.9702,-18.5286,22.93,70,94,12.24,overcast clouds
477,Inirida,CO,3.8653,-67.9239,71.69,62,26,2.19,scattered clouds
478,Ouadda,CF,8.0777,22.4007,60.84,23,10,4.94,clear sky
479,Machali,CL,-34.1833,-70.6667,61.65,58,0,2.21,clear sky
480,Wittlich,DE,49.9833,6.8833,39.9,84,100,14.97,light rain
481,Labrea,BR,-7.2586,-64.7981,71.73,99,100,2.44,overcast clouds
482,Khandbari,NP,27.3747,87.2039,59.36,55,42,5.01,scattered clouds
483,Union City,US,37.5958,-122.0192,52.99,85,0,1.99,clear sky
484,Inta,RU,66.0317,60.1659,5.05,90,100,3.74,overcast clouds
485,Sistranda,NO,63.7256,8.834,30.9,73,100,12.24,overcast clouds
486,Pisco,PE,-13.7,-76.2167,69.85,83,40,8.05,scattered clouds
487,Baijiantan,CN,45.6333,85.1833,8.46,86,60,2.15,broken clouds
488,Estelle,US,29.8458,-90.1067,53.65,76,0,0.0,clear sky
489,Sydney Mines,CA,46.2367,-60.2177,25.18,77,100,5.01,overcast clouds
490,Kamenka,RU,51.3223,42.7678,32.76,97,100,18.57,light snow
491,Pesochnoye,RU,58.006,39.1772,21.83,95,100,10.13,snow
492,Barra Dos Coqueiros,BR,-10.9089,-37.0386,80.62,83,75,9.22,broken clouds
493,Mantua,IT,45.1667,10.7833,38.44,82,43,4.68,scattered clouds
494,Tall Kayf,TR,37.0833,41.0667,39.54,75,98,6.62,overcast clouds
495,Santo Tomas,PH,14.1079,121.1414,88.56,59,63,13.0,broken clouds
496,Malmyzh,RU,56.5205,50.6818,1.53,100,94,3.67,overcast clouds
497,Riohacha,CO,11.5444,-72.9072,70.74,90,8,5.37,clear sky
498,Nienburg,DE,52.6333,9.2167,39.29,98,100,11.72,light rain
499,Taoudenni,ML,22.6783,-3.9836,65.68,14,83,14.7,broken clouds
500,Jamame,SO,0.0722,42.7506,78.8,71,100,11.43,overcast clouds
501,San Andres,CO,12.5847,-81.7006,77.02,83,75,10.36,broken clouds
502,Menongue,AO,-14.6585,17.691,60.64,94,100,3.94,overcast clouds
503,Sal Rei,CV,16.1833,-22.9167,68.56,75,100,18.95,overcast clouds
504,Troitsko-Pechorsk,RU,62.7084,56.1964,-1.95,100,98,2.86,overcast clouds
505,Ciudad Guayana,VE,8.3533,-62.6528,75.52,88,54,5.64,broken clouds
506,Mangrol,IN,21.1167,70.1167,72.25,58,2,5.35,clear sky
507,Bad Kissingen,DE,50.2,10.0833,38.57,89,100,13.15,overcast clouds
508,Guapore,BR,-28.8456,-51.8903,66.76,98,55,2.95,broken clouds
509,Labytnangi,RU,66.6572,66.4183,-9.11,100,99,0.92,overcast clouds
510,Cholet,FR,47.1667,-1.0,47.44,85,100,11.12,overcast clouds
511,Lambarene,GA,-0.7001,10.2406,74.08,95,97,1.79,overcast clouds
512,Sesheke,ZM,-17.4759,24.2968,64.67,97,93,5.75,overcast clouds
513,Parfenyevo,RU,58.484,43.4088,14.34,95,100,8.14,overcast clouds
514,Valmiera,LV,57.5411,25.4275,28.17,95,100,10.31,light snow
515,Suluq,LY,31.6682,20.2521,52.86,69,67,13.29,broken clouds
516,Santa Ines,BR,-3.6667,-45.38,71.31,98,74,2.37,broken clouds
517,Hit,IQ,33.6416,42.8251,46.94,62,4,6.44,clear sky
518,Muravlenko,RU,63.7898,74.523,2.37,96,100,7.99,overcast clouds
519,Santiago Del Estero,AR,-27.7951,-64.2615,74.84,41,49,6.26,scattered clouds
520,Urumqi,CN,43.801,87.6005,-1.25,85,75,4.47,mist
521,Mudgal,IN,16.0167,76.4333,80.29,32,1,6.29,clear sky
522,Puyo,EC,-1.4667,-77.9833,64.87,97,100,3.02,light rain
523,San Juan De Los Morros,VE,9.9115,-67.3538,65.88,79,15,4.36,few clouds
524,Chavantes,BR,-23.0389,-49.7094,66.97,99,100,5.23,overcast clouds
525,Maniitsoq,GL,65.4167,-52.9,8.92,65,100,17.43,overcast clouds
526,Krasnoborsk,RU,61.5598,45.934,-3.6,100,69,4.32,broken clouds
527,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,75.42,67,2,4.94,clear sky
528,Gazli,UZ,40.1333,63.45,35.78,58,89,15.05,overcast clouds
529,Synya,RU,65.3718,58.0387,6.17,93,99,6.85,overcast clouds
530,Astana,KZ,51.1801,71.446,19.35,86,100,15.66,overcast clouds
531,Oktyabrskiy,RU,54.4815,53.471,14.74,97,88,4.97,overcast clouds
532,Mutis,CO,6.2262,-77.4044,75.85,83,60,9.51,broken clouds
533,Uvinza,TZ,-5.1036,30.3911,66.72,94,100,0.4,light rain
534,Verkhnyaya Pyshma,RU,56.9667,60.5808,6.24,97,85,1.57,overcast clouds
535,Oum Hadjer,TD,13.2954,19.6966,58.03,20,2,10.02,clear sky
536,Mpongwe,ZM,-13.5091,28.155,63.52,99,100,2.57,light rain
537,Cozumel,MX,20.5083,-86.9458,68.11,79,25,10.6,scattered clouds
538,Bubaque,GW,11.2833,-15.8333,77.05,71,37,8.61,scattered clouds
539,Kondopoga,RU,62.2057,34.2614,22.69,95,100,6.17,overcast clouds
540,Gat,IL,31.61,34.7642,47.39,100,98,5.77,overcast clouds
541,Muros,ES,42.7762,-9.0603,49.23,82,0,11.07,clear sky
542,Nadym,RU,65.5333,72.5167,-7.62,99,94,7.85,overcast clouds
543,Azangaro,PE,-14.9167,-70.2167,45.57,84,86,3.58,moderate rain
544,Farafangana,MG,-22.8167,47.8333,78.44,66,11,2.21,few clouds
545,Yara,CU,20.2753,-76.9533,66.2,72,98,8.05,overcast clouds
546,Diffa,NE,13.3154,12.6113,56.79,26,17,10.83,few clouds
547,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.17,97,100,2.66,overcast clouds
548,Oranjestad,AW,12.524,-70.027,78.4,73,5,17.18,clear sky
549,Kiruna,SE,67.8557,20.2251,-3.08,84,63,9.22,broken clouds
550,Polunochnoye,RU,60.8697,60.4153,-7.01,100,99,3.06,overcast clouds
551,Uchkent,RU,43.1143,47.0826,21.54,64,2,4.41,clear sky
552,Elizabeth City,US,36.2946,-76.2511,33.85,76,100,4.61,overcast clouds
553,Lundazi,ZM,-12.2929,33.1782,63.99,94,95,2.77,overcast clouds
554,Rafai,CF,4.95,23.9167,62.31,36,30,3.09,scattered clouds
555,Diapaga,BF,12.0708,1.7889,68.22,13,26,10.67,scattered clouds
556,Sol-Iletsk,RU,51.1631,54.9918,22.35,98,99,9.26,overcast clouds
557,Rundu,NA,-17.9333,19.7667,65.59,94,100,5.26,overcast clouds
558,Csavoly,HU,46.1892,19.1467,32.47,76,23,7.11,few clouds
559,Killybegs,IE,54.6333,-8.45,43.45,70,95,26.78,overcast clouds
560,Canutama,BR,-6.5339,-64.3831,72.21,99,100,2.44,overcast clouds
561,Jork,DE,53.5333,9.6833,37.53,84,100,3.0,overcast clouds
562,Cascas,PE,-7.4833,-78.8167,63.75,85,100,3.18,overcast clouds
563,Marrakesh,MA,31.6315,-8.0083,60.87,51,75,5.75,broken clouds
564,Kedrovyy,RU,56.1667,91.8167,-1.79,81,37,3.24,scattered clouds
565,Karpogory,RU,64.0019,44.4451,7.97,95,100,5.55,overcast clouds
566,Seydisehir,TR,37.4193,31.8453,32.7,98,100,4.14,light snow
567,Juybar,IR,36.6412,52.9124,39.29,49,0,3.78,clear sky
568,Kirovohrad,UA,48.5132,32.2597,30.92,91,100,15.48,overcast clouds
569,Santa Helena,BR,-2.2311,-45.3,71.02,97,87,1.23,overcast clouds
570,Polovinnoye,RU,54.7914,65.9864,10.35,96,62,7.29,broken clouds
571,Hornepayne,CA,49.2138,-84.7705,-12.15,100,86,2.66,overcast clouds
572,Natal,BR,-5.795,-35.2094,80.82,78,20,11.5,few clouds
573,Kismayo,SO,-0.3582,42.5454,79.12,72,91,16.84,overcast clouds
574,Mahibadhoo,MV,3.7833,72.9667,82.35,75,2,12.93,clear sky
575,Matay,EG,28.419,30.7792,47.23,61,50,9.95,scattered clouds
576,Sao Joao Do Piaui,BR,-8.3581,-42.2467,70.07,85,37,0.78,scattered clouds
577,Kintinku,TZ,-5.8833,35.2333,68.2,95,100,4.09,moderate rain
578,Bichena,ET,10.45,38.2,55.69,48,58,2.15,broken clouds
579,Ornskoldsvik,SE,63.2909,18.7153,16.75,92,11,8.05,few clouds
580,Kurchum,KZ,48.5722,83.6542,4.68,80,89,1.95,overcast clouds
581,Oeiras,BR,-7.0253,-42.1311,71.1,80,51,1.83,broken clouds
582,Halifax,CA,44.6453,-63.5724,23.0,73,91,1.01,overcast clouds
583,Soledade,BR,-28.8183,-52.5103,61.48,95,2,7.25,clear sky
584,Ascension,US,30.2169,-90.9001,51.91,84,0,3.44,clear sky
585,Ippy,CF,6.2679,21.2247,66.58,26,58,4.47,broken clouds
586,Clarence Town,AU,-32.5833,151.7833,83.62,73,87,7.11,overcast clouds
587,Manaus,BR,-3.1019,-60.025,75.7,100,0,0.0,light rain
588,Melk,AT,48.2274,15.3319,38.3,92,80,5.97,broken clouds
589,Lahan,NP,26.7296,86.4951,67.91,40,0,6.85,clear sky
590,Noyabrsk,RU,63.1994,75.4507,4.33,95,100,8.75,overcast clouds
591,Chikitigarh,IN,19.2,84.6167,76.8,41,13,2.19,few clouds
592,Challapata,BO,-18.9,-66.7667,48.13,80,48,7.36,scattered clouds
593,Ahwa,IN,20.75,73.6833,77.09,16,1,3.76,clear sky
594,Mandera,KE,3.9366,41.867,76.14,47,91,5.77,overcast clouds
595,Shache,CN,38.4167,77.2406,32.59,32,100,3.42,overcast clouds
596,Nakskov,DK,54.8373,11.1284,37.15,92,100,12.1,overcast clouds
597,Oranjemund,NA,-28.55,16.4333,65.23,91,94,3.76,overcast clouds
598,Belyy Yar,RU,53.6039,91.3903,-13.11,77,75,0.0,mist
599,Maltahohe,NA,-24.8333,16.9833,68.43,78,85,8.05,light rain
600,Valdivia,CL,-39.8142,-73.2459,53.69,85,5,2.42,clear sky
601,Watsa,CD,3.0372,29.5355,65.46,41,99,1.41,overcast clouds
602,Iracoubo,GF,5.4802,-53.2011,75.85,88,62,10.38,broken clouds
603,Chitipa,MW,-9.7024,33.2697,62.74,97,99,1.19,overcast clouds
604,Macherla,IN,16.4833,79.4333,80.29,25,5,4.14,clear sky
605,Bani,DO,18.2833,-70.3333,71.49,87,13,5.03,few clouds
606,Kuryk,KZ,43.2,51.65,41.99,79,36,13.56,scattered clouds
607,Carbondale,US,37.7273,-89.2168,32.22,69,0,4.61,clear sky
608,Linden,GY,6.0,-58.3,73.54,99,22,1.88,few clouds
609,Julio De Castilhos,BR,-29.2269,-53.6817,62.94,92,2,7.16,clear sky
610,La Primavera,CO,5.4906,-70.4092,76.48,46,45,6.13,scattered clouds
611,Ngama,TD,11.7833,17.1667,57.81,22,0,9.93,clear sky
612,Jibuti,DJ,11.5,42.5,67.42,63,62,16.44,broken clouds
613,Castro,BR,-24.7911,-50.0119,62.53,99,100,5.82,overcast clouds
614,Korla,CN,41.7597,86.1469,27.9,45,99,2.93,overcast clouds
615,Lekoni,GA,-1.5843,14.2591,73.13,79,99,4.99,overcast clouds
616,Barcelos,PT,41.5388,-8.6151,44.69,56,0,4.41,clear sky
617,Hvide Sande,DK,56.0045,8.1294,36.0,98,100,16.11,overcast clouds
618,Zirl,AT,47.3028,11.2745,23.58,80,69,3.44,broken clouds
619,Puri,IN,19.8,85.85,75.72,56,25,5.41,scattered clouds
620,Sompeta,IN,18.9333,84.6,75.47,52,4,2.26,clear sky
621,Meulaboh,ID,4.1363,96.1285,86.23,63,70,3.36,broken clouds
622,Peniche,PT,39.3558,-9.3811,52.74,83,4,10.13,clear sky
623,Argalasti,GR,39.2333,23.2167,41.41,67,37,11.54,scattered clouds
624,Oistins,BB,13.0667,-59.5333,77.09,78,75,14.97,broken clouds
625,Najran,SA,17.4924,44.1277,50.65,29,2,1.59,clear sky
626,Obera,AR,-27.4871,-55.1199,72.61,43,59,1.43,broken clouds
627,Betioky,MG,-23.7167,44.3833,82.15,47,4,8.57,clear sky
628,Barkly West,ZA,-28.5354,24.5215,63.68,79,94,11.25,overcast clouds
629,Gerash,IR,27.6652,54.1371,46.54,41,2,1.45,clear sky
630,Chapais,CA,49.7834,-74.8492,-13.22,100,94,3.38,overcast clouds
631,Vetapalem,IN,15.7833,80.3167,77.58,49,5,4.07,clear sky
632,Pontecorvo,IT,41.4616,13.6667,48.96,78,30,2.84,scattered clouds
633,Malumfashi,NG,11.7853,7.6218,55.89,16,70,14.43,broken clouds
634,Ponta Delgada,PT,37.7333,-25.6667,58.5,72,20,18.41,few clouds
635,Temir,KZ,49.1414,57.13,25.29,94,100,12.55,light snow
636,Kumbo,CM,6.2,10.6667,57.11,31,76,0.2,broken clouds
637,Saint-Ambroise,CA,48.5501,-71.3324,5.31,72,91,10.36,overcast clouds
638,Dhidhdhoo,MV,6.8833,73.1,81.54,76,17,9.66,few clouds
639,Rawson,AR,-43.3002,-65.1023,58.05,33,40,9.35,scattered clouds
640,Kirkwall,GB,58.9848,-2.9587,39.25,75,75,28.77,broken clouds
641,Ercis,TR,39.0287,43.3586,29.8,94,99,3.98,overcast clouds
642,Usinsk,RU,65.9939,57.5281,6.21,94,100,10.96,overcast clouds
643,Gao,ML,16.6362,1.637,63.05,19,13,14.54,few clouds
644,Englewood,US,39.6478,-104.9878,40.17,57,20,1.01,few clouds
645,Khorixas,NA,-20.3667,14.9667,62.46,68,97,3.74,overcast clouds
646,Darab,IR,28.7519,54.5444,53.69,53,67,1.7,broken clouds
647,Chongwe,ZM,-15.3292,28.682,63.46,96,78,2.06,broken clouds
648,Rio Formoso,BR,-8.6636,-35.1586,82.36,84,45,3.8,scattered clouds
649,Zlitan,LY,32.4674,14.5687,51.33,63,0,12.46,clear sky
650,Togur,RU,58.3631,82.8265,7.74,96,85,7.2,overcast clouds
651,Khanna,IN,30.7044,76.2231,60.94,51,0,3.49,clear sky
652,Lasa,IT,46.6166,10.7002,42.26,46,66,4.79,broken clouds
653,Tres Arroyos,AR,-38.3739,-60.2798,52.39,66,44,3.83,scattered clouds
654,Kutum,SD,14.2,24.6667,48.58,22,1,11.16,clear sky
655,Seguela,CI,7.9611,-6.6731,68.04,22,59,2.84,broken clouds
656,Chingola,ZM,-12.529,27.8838,61.86,99,100,1.34,moderate rain
657,Tchollire,CM,8.4022,14.1698,60.69,20,53,1.83,broken clouds
658,Nowy Targ,PL,49.4778,20.0323,32.0,72,100,7.85,overcast clouds
659,San-Pedro,CI,4.7485,-6.6363,75.65,91,65,1.57,broken clouds
660,San Cristobal,VE,7.7669,-72.225,64.58,89,67,2.82,broken clouds
661,Dakar,SN,14.6937,-17.4441,68.88,79,100,18.79,overcast clouds
662,Zhanaozen,KZ,43.3,52.8,37.9,65,98,14.23,overcast clouds
663,Paita,PE,-5.0892,-81.1144,71.53,80,100,8.21,overcast clouds
664,Marzuq,YE,14.4,46.4667,65.77,53,58,2.57,broken clouds
665,Kemlya,RU,54.6963,45.2424,21.02,93,100,10.2,overcast clouds
666,Olenino,RU,56.2092,33.4889,23.5,97,100,4.72,light snow
667,Olavarria,AR,-36.8927,-60.3225,55.47,71,22,10.74,few clouds
668,Buenos Aires,AR,-34.6132,-58.3772,77.79,66,0,6.91,clear sky
669,Nohar,IN,29.1833,74.7667,66.24,25,0,2.59,clear sky
670,Kaputa,ZM,-8.4689,29.6619,67.57,91,100,3.04,light rain
671,Taft,IR,31.7471,54.2088,30.15,34,0,6.91,clear sky
672,Granada,ES,37.25,-3.25,38.86,48,15,2.98,few clouds
673,Perelyub,RU,51.8667,50.3667,17.49,97,96,7.65,overcast clouds
674,Harnosand,SE,62.6323,17.9379,19.4,80,25,13.89,scattered clouds
675,Pamplona,ES,42.8169,-1.6432,38.98,86,75,10.36,broken clouds
